Transaction ID,Date,Store ID,Store Name,City,State,Customer ID,Gender,Age,Product ID,Product Name,Product Category,Quantity,Cost Price,Price per Unit,Discount %,Gross Sales,Discount Amount,Total Amount,Total Cost,Profit,Profit Margin %,Opening Stock,Purchased Stock,Stock Before Sale,Stock After Sale,Reorder Level,Stock Status,Payment Method,Year,Month,Month Name,Quarter,Day Name,Season
T002668,2024-10-28,ST002,City Center Store,Bareilly,Uttar Pradesh,C0087,Male,28,P002,Bluetooth Speaker,Electronics,2,1450.0,2200.0,0,4400.0,0.0,4400.0,2900.0,1500.0,34.09,300,47,347,345,42,Healthy,Debit Card,2024,10,October,Q4,Monday,Monsoon
T003222,2024-10-28,ST002,City Center Store,Bareilly,Uttar Pradesh,C0883,Male,29,P006,Jeans,Clothing,1,950.0,1600.0,10,1600.0,160.0,1440.0,950.0,490.0,34.03,217,91,308,307,39,Healthy,Cash,2024,10,October,Q4,Monday,Monsoon
T003908,2024-10-28,ST002,City Center Store,Bareilly,Uttar Pradesh,C0597,Male,32,P003,Smart Watch,Electronics,1,2300.0,3500.0,10,3500.0,350.0,3150.0,2300.0,850.0,26.98,166,18,184,183,36,Healthy,Debit Card,2024,10,October,Q4,Monday,Monsoon
T001107,2024-10-28,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0799,Male,27,P018,Mixer Grinder,Home & Kitchen,2,1850.0,2800.0,5,5600.0,280.0,5320.0,3700.0,1620.0,30.45,295,99,394,392,55,Healthy,Debit Card,2024,10,October,Q4,Monday,Monsoon
T001514,2024-10-28,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0052,Female,30,P013,Face Wash,Beauty,1,150.0,250.0,0,250.0,0.0,250.0,150.0,100.0,40.0,151,95,246,245,30,Healthy,UPI,2024,10,October,Q4,Monday,Monsoon
T002780,2024-10-28,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C1008,Male,36,P010,Rice 5kg,Grocery,1,510.0,650.0,0,650.0,0.0,650.0,510.0,140.0,21.54,79,87,166,165,48,Healthy,Credit Card,2024,10,October,Q4,Monday,Monsoon
T003064,2024-10-28,ST004,Mall Store,Agra,Uttar Pradesh,C0303,Male,18,P003,Smart Watch,Electronics,1,2300.0,3500.0,10,3500.0,350.0,3150.0,2300.0,850.0,26.98,251,48,299,298,47,Healthy,UPI,2024,10,October,Q4,Monday,Monsoon
T000515,2024-10-28,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0922,Female,46,P016,Perfume,Beauty,3,560.0,900.0,0,2700.0,0.0,2700.0,1680.0,1020.0,37.78,61,116,177,174,20,Healthy,UPI,2024,10,October,Q4,Monday,Monsoon
T002607,2024-10-28,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0050,Female,31,P012,Tea 500g,Grocery,2,190.0,280.0,10,560.0,56.0,504.0,380.0,124.0,24.6,219,16,235,233,54,Healthy,Cash,2024,10,October,Q4,Monday,Monsoon
T001718,2024-10-29,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C1167,Female,41,P018,Mixer Grinder,Home & Kitchen,1,1850.0,2800.0,0,2800.0,0.0,2800.0,1850.0,950.0,33.93,90,127,217,216,36,Healthy,UPI,2024,10,October,Q4,Tuesday,Monsoon
T003542,2024-10-29,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0153,Male,44,P010,Rice 5kg,Grocery,5,510.0,650.0,20,3250.0,650.0,2600.0,2550.0,50.0,1.92,298,98,396,391,25,Healthy,UPI,2024,10,October,Q4,Tuesday,Monsoon
T002032,2024-10-29,ST002,City Center Store,Bareilly,Uttar Pradesh,C0156,Female,44,P012,Tea 500g,Grocery,2,190.0,280.0,0,560.0,0.0,560.0,380.0,180.0,32.14,107,110,217,215,46,Healthy,Cash,2024,10,October,Q4,Tuesday,Monsoon
T002750,2024-10-29,ST002,City Center Store,Bareilly,Uttar Pradesh,C0903,Male,18,P008,Sneakers,Clothing,2,2050.0,3200.0,5,6400.0,320.0,6080.0,4100.0,1980.0,32.57,132,34,166,164,54,Healthy,Cash,2024,10,October,Q4,Tuesday,Monsoon
T004489,2024-10-29,ST002,City Center Store,Bareilly,Uttar Pradesh,C0107,Male,40,P008,Sneakers,Clothing,4,2050.0,3200.0,5,12800.0,640.0,12160.0,8200.0,3960.0,32.57,201,120,321,317,28,Healthy,UPI,2024,10,October,Q4,Tuesday,Monsoon
T000868,2024-10-29,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0950,Female,42,P011,Wheat Flour 5kg,Grocery,1,225.0,300.0,5,300.0,15.0,285.0,225.0,60.0,21.05,256,38,294,293,57,Healthy,Cash,2024,10,October,Q4,Tuesday,Monsoon
T002274,2024-10-29,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0191,Female,32,P002,Bluetooth Speaker,Electronics,1,1450.0,2200.0,5,2200.0,110.0,2090.0,1450.0,640.0,30.62,296,62,358,357,48,Healthy,UPI,2024,10,October,Q4,Tuesday,Monsoon
T001940,2024-10-29,ST004,Mall Store,Agra,Uttar Pradesh,C1092,Male,21,P006,Jeans,Clothing,2,950.0,1600.0,10,3200.0,320.0,2880.0,1900.0,980.0,34.03,139,101,240,238,29,Healthy,Debit Card,2024,10,October,Q4,Tuesday,Monsoon
T004048,2024-10-29,ST004,Mall Store,Agra,Uttar Pradesh,C0825,Male,26,P002,Bluetooth Speaker,Electronics,3,1450.0,2200.0,25,6600.0,1650.0,4950.0,4350.0,600.0,12.12,71,125,196,193,39,Healthy,UPI,2024,10,October,Q4,Tuesday,Monsoon
T000780,2024-10-29,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0509,Female,24,P019,Cookware Set,Home & Kitchen,3,1500.0,2400.0,5,7200.0,360.0,6840.0,4500.0,2340.0,34.21,73,63,136,133,23,Healthy,UPI,2024,10,October,Q4,Tuesday,Monsoon
T003719,2024-10-29,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0034,Male,27,P006,Jeans,Clothing,2,950.0,1600.0,15,3200.0,480.0,2720.0,1900.0,820.0,30.15,90,20,110,108,39,Healthy,Debit Card,2024,10,October,Q4,Tuesday,Monsoon
T004419,2024-10-30,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0388,Male,39,P018,Mixer Grinder,Home & Kitchen,3,1850.0,2800.0,0,8400.0,0.0,8400.0,5550.0,2850.0,33.93,235,140,375,372,31,Healthy,UPI,2024,10,October,Q4,Wednesday,Monsoon
T000270,2024-10-30,ST002,City Center Store,Bareilly,Uttar Pradesh,C0004,Male,34,P009,Cooking Oil,Grocery,2,135.0,180.0,5,360.0,18.0,342.0,270.0,72.0,21.05,289,142,431,429,47,Healthy,UPI,2024,10,October,Q4,Wednesday,Monsoon
T003488,2024-10-30,ST002,City Center Store,Bareilly,Uttar Pradesh,C0523,Male,33,P004,USB Cable,Electronics,2,220.0,450.0,15,900.0,135.0,765.0,440.0,325.0,42.48,85,58,143,141,38,Healthy,Debit Card,2024,10,October,Q4,Wednesday,Monsoon
T003715,2024-10-30,ST002,City Center Store,Bareilly,Uttar Pradesh,C0994,Female,32,P002,Bluetooth Speaker,Electronics,2,1450.0,2200.0,10,4400.0,440.0,3960.0,2900.0,1060.0,26.77,193,138,331,329,41,Healthy,Debit Card,2024,10,October,Q4,Wednesday,Monsoon
T002101,2024-10-30,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C1192,Male,45,P007,Jacket,Clothing,2,1700.0,2800.0,5,5600.0,280.0,5320.0,3400.0,1920.0,36.09,218,119,337,335,35,Healthy,UPI,2024,10,October,Q4,Wednesday,Monsoon
T002040,2024-10-30,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0863,Male,35,P008,Sneakers,Clothing,2,2050.0,3200.0,10,6400.0,640.0,5760.0,4100.0,1660.0,28.82,300,142,442,440,41,Healthy,Cash,2024,10,October,Q4,Wednesday,Monsoon
T003152,2024-10-30,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0927,Male,26,P016,Perfume,Beauty,1,560.0,900.0,0,900.0,0.0,900.0,560.0,340.0,37.78,59,20,79,78,32,Healthy,Cash,2024,10,October,Q4,Wednesday,Monsoon
T004829,2024-10-30,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0407,Female,35,P004,USB Cable,Electronics,1,220.0,450.0,0,450.0,0.0,450.0,220.0,230.0,51.11,89,11,100,99,53,Healthy,Debit Card,2024,10,October,Q4,Wednesday,Monsoon
T000411,2024-10-31,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0782,Female,26,P020,Bedsheet,Home & Kitchen,1,650.0,1100.0,10,1100.0,110.0,990.0,650.0,340.0,34.34,118,71,189,188,56,Healthy,UPI,2024,10,October,Q4,Thursday,Monsoon
T000678,2024-10-31,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C1124,Male,39,P006,Jeans,Clothing,2,950.0,1600.0,0,3200.0,0.0,3200.0,1900.0,1300.0,40.62,270,28,298,296,51,Healthy,UPI,2024,10,October,Q4,Thursday,Monsoon
T004610,2024-10-31,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0209,Female,38,P017,Water Bottle,Home & Kitchen,2,290.0,500.0,0,1000.0,0.0,1000.0,580.0,420.0,42.0,44,96,140,138,52,Healthy,Cash,2024,10,October,Q4,Thursday,Monsoon
T001816,2024-10-31,ST002,City Center Store,Bareilly,Uttar Pradesh,C0919,Female,42,P020,Bedsheet,Home & Kitchen,4,650.0,1100.0,5,4400.0,220.0,4180.0,2600.0,1580.0,37.8,289,121,410,406,34,Healthy,UPI,2024,10,October,Q4,Thursday,Monsoon
T002854,2024-10-31,ST002,City Center Store,Bareilly,Uttar Pradesh,C0323,Female,37,P006,Jeans,Clothing,2,950.0,1600.0,15,3200.0,480.0,2720.0,1900.0,820.0,30.15,143,65,208,206,37,Healthy,Cash,2024,10,October,Q4,Thursday,Monsoon
T003427,2024-10-31,ST002,City Center Store,Bareilly,Uttar Pradesh,C1028,Male,48,P013,Face Wash,Beauty,1,150.0,250.0,5,250.0,12.5,237.5,150.0,87.5,36.84,168,64,232,231,30,Healthy,Debit Card,2024,10,October,Q4,Thursday,Monsoon
T001198,2024-10-31,ST004,Mall Store,Agra,Uttar Pradesh,C0402,Female,39,P012,Tea 500g,Grocery,2,190.0,280.0,0,560.0,0.0,560.0,380.0,180.0,32.14,140,10,150,148,52,Healthy,UPI,2024,10,October,Q4,Thursday,Monsoon
T001963,2024-10-31,ST004,Mall Store,Agra,Uttar Pradesh,C0381,Female,35,P007,Jacket,Clothing,1,1700.0,2800.0,0,2800.0,0.0,2800.0,1700.0,1100.0,39.29,267,141,408,407,36,Healthy,Debit Card,2024,10,October,Q4,Thursday,Monsoon
T002084,2024-10-31,ST004,Mall Store,Agra,Uttar Pradesh,C0102,Male,38,P017,Water Bottle,Home & Kitchen,5,290.0,500.0,0,2500.0,0.0,2500.0,1450.0,1050.0,42.0,128,24,152,147,41,Healthy,Debit Card,2024,10,October,Q4,Thursday,Monsoon
T001678,2024-11-01,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0971,Female,52,P002,Bluetooth Speaker,Electronics,3,1450.0,2200.0,10,6600.0,660.0,5940.0,4350.0,1590.0,26.77,142,73,215,212,51,Healthy,Debit Card,2024,11,November,Q4,Friday,Monsoon
T001996,2024-11-01,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C1040,Female,61,P018,Mixer Grinder,Home & Kitchen,1,1850.0,2800.0,0,2800.0,0.0,2800.0,1850.0,950.0,33.93,160,34,194,193,50,Healthy,UPI,2024,11,November,Q4,Friday,Monsoon
T004114,2024-11-01,ST002,City Center Store,Bareilly,Uttar Pradesh,C0135,Female,35,P015,Body Lotion,Beauty,1,215.0,350.0,0,350.0,0.0,350.0,215.0,135.0,38.57,192,77,269,268,23,Healthy,UPI,2024,11,November,Q4,Friday,Monsoon
T000773,2024-11-01,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0940,Male,30,P020,Bedsheet,Home & Kitchen,3,650.0,1100.0,5,3300.0,165.0,3135.0,1950.0,1185.0,37.8,127,69,196,193,30,Healthy,Debit Card,2024,11,November,Q4,Friday,Monsoon
T000789,2024-11-01,ST004,Mall Store,Agra,Uttar Pradesh,C0546,Female,49,P006,Jeans,Clothing,4,950.0,1600.0,10,6400.0,640.0,5760.0,3800.0,1960.0,34.03,233,111,344,340,46,Healthy,Debit Card,2024,11,November,Q4,Friday,Monsoon
T001862,2024-11-02,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C1160,Male,22,P006,Jeans,Clothing,2,950.0,1600.0,0,3200.0,0.0,3200.0,1900.0,1300.0,40.62,51,45,96,94,20,Healthy,UPI,2024,11,November,Q4,Saturday,Monsoon
T003030,2024-11-02,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0004,Male,34,P001,Wireless Headphones,Electronics,1,1200.0,1800.0,0,1800.0,0.0,1800.0,1200.0,600.0,33.33,281,118,399,398,53,Healthy,UPI,2024,11,November,Q4,Saturday,Monsoon
T003815,2024-11-02,ST004,Mall Store,Agra,Uttar Pradesh,C0891,Female,23,P020,Bedsheet,Home & Kitchen,1,650.0,1100.0,0,1100.0,0.0,1100.0,650.0,450.0,40.91,217,90,307,306,28,Healthy,UPI,2024,11,November,Q4,Saturday,Monsoon
T002938,2024-11-02,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0376,Male,35,P003,Smart Watch,Electronics,1,2300.0,3500.0,5,3500.0,175.0,3325.0,2300.0,1025.0,30.83,41,147,188,187,31,Healthy,UPI,2024,11,November,Q4,Saturday,Monsoon
T000794,2024-11-03,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0917,Female,34,P002,Bluetooth Speaker,Electronics,3,1450.0,2200.0,0,6600.0,0.0,6600.0,4350.0,2250.0,34.09,215,40,255,252,43,Healthy,Debit Card,2024,11,November,Q4,Sunday,Monsoon
T002009,2024-11-03,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0259,Male,50,P006,Jeans,Clothing,3,950.0,1600.0,0,4800.0,0.0,4800.0,2850.0,1950.0,40.62,239,114,353,350,23,Healthy,Cash,2024,11,November,Q4,Sunday,Monsoon
T004179,2024-11-03,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0006,Male,28,P011,Wheat Flour 5kg,Grocery,2,225.0,300.0,10,600.0,60.0,540.0,450.0,90.0,16.67,87,77,164,162,58,Healthy,UPI,2024,11,November,Q4,Sunday,Monsoon
T002470,2024-11-03,ST004,Mall Store,Agra,Uttar Pradesh,C0111,Female,41,P016,Perfume,Beauty,2,560.0,900.0,10,1800.0,180.0,1620.0,1120.0,500.0,30.86,125,28,153,151,33,Healthy,Credit Card,2024,11,November,Q4,Sunday,Monsoon
T001859,2024-11-04,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C1185,Male,32,P006,Jeans,Clothing,2,950.0,1600.0,15,3200.0,480.0,2720.0,1900.0,820.0,30.15,150,94,244,242,37,Healthy,UPI,2024,11,November,Q4,Monday,Monsoon
T004961,2024-11-04,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0386,Male,38,P006,Jeans,Clothing,1,950.0,1600.0,5,1600.0,80.0,1520.0,950.0,570.0,37.5,146,150,296,295,40,Healthy,UPI,2024,11,November,Q4,Monday,Monsoon
T001739,2024-11-04,ST002,City Center Store,Bareilly,Uttar Pradesh,C0800,Female,56,P020,Bedsheet,Home & Kitchen,5,650.0,1100.0,0,5500.0,0.0,5500.0,3250.0,2250.0,40.91,206,43,249,244,30,Healthy,UPI,2024,11,November,Q4,Monday,Monsoon
T004331,2024-11-04,ST002,City Center Store,Bareilly,Uttar Pradesh,C0958,Female,35,P019,Cookware Set,Home & Kitchen,1,1500.0,2400.0,0,2400.0,0.0,2400.0,1500.0,900.0,37.5,259,20,279,278,36,Healthy,Credit Card,2024,11,November,Q4,Monday,Monsoon
T001143,2024-11-04,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0449,Female,37,P015,Body Lotion,Beauty,2,215.0,350.0,20,700.0,140.0,560.0,430.0,130.0,23.21,108,74,182,180,27,Healthy,Cash,2024,11,November,Q4,Monday,Monsoon
T000020,2024-11-04,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0888,Male,29,P016,Perfume,Beauty,1,560.0,900.0,0,900.0,0.0,900.0,560.0,340.0,37.78,131,70,201,200,57,Healthy,Credit Card,2024,11,November,Q4,Monday,Monsoon
T001795,2024-11-05,ST002,City Center Store,Bareilly,Uttar Pradesh,C0359,Female,24,P007,Jacket,Clothing,5,1700.0,2800.0,15,14000.0,2100.0,11900.0,8500.0,3400.0,28.57,122,96,218,213,37,Healthy,Debit Card,2024,11,November,Q4,Tuesday,Monsoon
T004131,2024-11-05,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0283,Female,46,P018,Mixer Grinder,Home & Kitchen,2,1850.0,2800.0,20,5600.0,1120.0,4480.0,3700.0,780.0,17.41,117,138,255,253,25,Healthy,Credit Card,2024,11,November,Q4,Tuesday,Monsoon
T001353,2024-11-05,ST004,Mall Store,Agra,Uttar Pradesh,C0637,Female,30,P008,Sneakers,Clothing,5,2050.0,3200.0,10,16000.0,1600.0,14400.0,10250.0,4150.0,28.82,117,122,239,234,37,Healthy,UPI,2024,11,November,Q4,Tuesday,Monsoon
T001526,2024-11-05,ST004,Mall Store,Agra,Uttar Pradesh,C0041,Male,41,P007,Jacket,Clothing,1,1700.0,2800.0,10,2800.0,280.0,2520.0,1700.0,820.0,32.54,144,43,187,186,44,Healthy,Debit Card,2024,11,November,Q4,Tuesday,Monsoon
T002023,2024-11-06,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0483,Male,25,P019,Cookware Set,Home & Kitchen,1,1500.0,2400.0,15,2400.0,360.0,2040.0,1500.0,540.0,26.47,179,12,191,190,57,Healthy,UPI,2024,11,November,Q4,Wednesday,Monsoon
T003942,2024-11-06,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0819,Female,30,P010,Rice 5kg,Grocery,4,510.0,650.0,0,2600.0,0.0,2600.0,2040.0,560.0,21.54,247,143,390,386,32,Healthy,Debit Card,2024,11,November,Q4,Wednesday,Monsoon
T004506,2024-11-06,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C1085,Male,24,P001,Wireless Headphones,Electronics,4,1200.0,1800.0,15,7200.0,1080.0,6120.0,4800.0,1320.0,21.57,210,75,285,281,46,Healthy,UPI,2024,11,November,Q4,Wednesday,Monsoon
T001468,2024-11-06,ST004,Mall Store,Agra,Uttar Pradesh,C1040,Female,61,P009,Cooking Oil,Grocery,4,135.0,180.0,0,720.0,0.0,720.0,540.0,180.0,25.0,50,144,194,190,55,Healthy,UPI,2024,11,November,Q4,Wednesday,Monsoon
T003317,2024-11-06,ST004,Mall Store,Agra,Uttar Pradesh,C0781,Female,42,P018,Mixer Grinder,Home & Kitchen,2,1850.0,2800.0,5,5600.0,280.0,5320.0,3700.0,1620.0,30.45,239,139,378,376,60,Healthy,Credit Card,2024,11,November,Q4,Wednesday,Monsoon
T002275,2024-11-06,ST005,Station Road Store,Lucknow,Uttar Pradesh,C1161,Male,25,P003,Smart Watch,Electronics,3,2300.0,3500.0,0,10500.0,0.0,10500.0,6900.0,3600.0,34.29,163,48,211,208,48,Healthy,Debit Card,2024,11,November,Q4,Wednesday,Monsoon
T002324,2024-11-06,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0145,Male,19,P009,Cooking Oil,Grocery,2,135.0,180.0,5,360.0,18.0,342.0,270.0,72.0,21.05,240,127,367,365,31,Healthy,Debit Card,2024,11,November,Q4,Wednesday,Monsoon
T001868,2024-11-07,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0224,Female,23,P010,Rice 5kg,Grocery,3,510.0,650.0,15,1950.0,292.5,1657.5,1530.0,127.5,7.69,176,33,209,206,56,Healthy,UPI,2024,11,November,Q4,Thursday,Monsoon
T002150,2024-11-07,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0381,Female,35,P004,USB Cable,Electronics,2,220.0,450.0,0,900.0,0.0,900.0,440.0,460.0,51.11,284,47,331,329,21,Healthy,Credit Card,2024,11,November,Q4,Thursday,Monsoon
T000882,2024-11-07,ST002,City Center Store,Bareilly,Uttar Pradesh,C0941,Male,41,P014,Shampoo,Beauty,1,260.0,420.0,10,420.0,42.0,378.0,260.0,118.0,31.22,276,74,350,349,57,Healthy,Credit Card,2024,11,November,Q4,Thursday,Monsoon
T001360,2024-11-07,ST002,City Center Store,Bareilly,Uttar Pradesh,C0337,Male,34,P010,Rice 5kg,Grocery,1,510.0,650.0,20,650.0,130.0,520.0,510.0,10.0,1.92,291,65,356,355,20,Healthy,Debit Card,2024,11,November,Q4,Thursday,Monsoon
T004498,2024-11-07,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0120,Female,39,P020,Bedsheet,Home & Kitchen,1,650.0,1100.0,5,1100.0,55.0,1045.0,650.0,395.0,37.8,67,18,85,84,42,Healthy,UPI,2024,11,November,Q4,Thursday,Monsoon
T002845,2024-11-08,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0606,Female,35,P011,Wheat Flour 5kg,Grocery,1,225.0,300.0,20,300.0,60.0,240.0,225.0,15.0,6.25,289,37,326,325,41,Healthy,Credit Card,2024,11,November,Q4,Friday,Monsoon
T004169,2024-11-08,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0895,Female,24,P001,Wireless Headphones,Electronics,1,1200.0,1800.0,10,1800.0,180.0,1620.0,1200.0,420.0,25.93,74,53,127,126,54,Healthy,Credit Card,2024,11,November,Q4,Friday,Monsoon
T001147,2024-11-08,ST002,City Center Store,Bareilly,Uttar Pradesh,C0798,Female,37,P011,Wheat Flour 5kg,Grocery,5,225.0,300.0,0,1500.0,0.0,1500.0,1125.0,375.0,25.0,171,137,308,303,25,Healthy,Cash,2024,11,November,Q4,Friday,Monsoon
T001955,2024-11-08,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0565,Male,32,P011,Wheat Flour 5kg,Grocery,1,225.0,300.0,10,300.0,30.0,270.0,225.0,45.0,16.67,295,39,334,333,33,Healthy,Credit Card,2024,11,November,Q4,Friday,Monsoon
T002794,2024-11-08,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0245,Female,39,P015,Body Lotion,Beauty,4,215.0,350.0,10,1400.0,140.0,1260.0,860.0,400.0,31.75,50,10,60,56,47,Healthy,UPI,2024,11,November,Q4,Friday,Monsoon
T003621,2024-11-08,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0881,Female,25,P012,Tea 500g,Grocery,2,190.0,280.0,5,560.0,28.0,532.0,380.0,152.0,28.57,149,95,244,242,28,Healthy,Cash,2024,11,November,Q4,Friday,Monsoon
T003756,2024-11-08,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0316,Female,35,P010,Rice 5kg,Grocery,3,510.0,650.0,0,1950.0,0.0,1950.0,1530.0,420.0,21.54,272,63,335,332,54,Healthy,UPI,2024,11,November,Q4,Friday,Monsoon
T004230,2024-11-08,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C1023,Female,31,P014,Shampoo,Beauty,1,260.0,420.0,0,420.0,0.0,420.0,260.0,160.0,38.1,115,63,178,177,45,Healthy,Cash,2024,11,November,Q4,Friday,Monsoon
T001229,2024-11-08,ST004,Mall Store,Agra,Uttar Pradesh,C0670,Female,18,P001,Wireless Headphones,Electronics,1,1200.0,1800.0,0,1800.0,0.0,1800.0,1200.0,600.0,33.33,277,104,381,380,37,Healthy,UPI,2024,11,November,Q4,Friday,Monsoon
T003062,2024-11-08,ST004,Mall Store,Agra,Uttar Pradesh,C0629,Female,27,P016,Perfume,Beauty,5,560.0,900.0,5,4500.0,225.0,4275.0,2800.0,1475.0,34.5,125,43,168,163,50,Healthy,UPI,2024,11,November,Q4,Friday,Monsoon
T002679,2024-11-09,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0638,Male,31,P016,Perfume,Beauty,1,560.0,900.0,0,900.0,0.0,900.0,560.0,340.0,37.78,203,145,348,347,27,Healthy,Debit Card,2024,11,November,Q4,Saturday,Monsoon
T000029,2024-11-09,ST002,City Center Store,Bareilly,Uttar Pradesh,C0660,Male,24,P007,Jacket,Clothing,1,1700.0,2800.0,15,2800.0,420.0,2380.0,1700.0,680.0,28.57,178,57,235,234,58,Healthy,UPI,2024,11,November,Q4,Saturday,Monsoon
T002735,2024-11-09,ST002,City Center Store,Bareilly,Uttar Pradesh,C0924,Female,29,P006,Jeans,Clothing,1,950.0,1600.0,15,1600.0,240.0,1360.0,950.0,410.0,30.15,68,103,171,170,46,Healthy,UPI,2024,11,November,Q4,Saturday,Monsoon
T003032,2024-11-09,ST002,City Center Store,Bareilly,Uttar Pradesh,C1075,Female,22,P018,Mixer Grinder,Home & Kitchen,1,1850.0,2800.0,10,2800.0,280.0,2520.0,1850.0,670.0,26.59,198,38,236,235,27,Healthy,UPI,2024,11,November,Q4,Saturday,Monsoon
T004413,2024-11-09,ST002,City Center Store,Bareilly,Uttar Pradesh,C0349,Female,32,P018,Mixer Grinder,Home & Kitchen,2,1850.0,2800.0,25,5600.0,1400.0,4200.0,3700.0,500.0,11.9,199,145,344,342,58,Healthy,UPI,2024,11,November,Q4,Saturday,Monsoon
T004613,2024-11-09,ST002,City Center Store,Bareilly,Uttar Pradesh,C0609,Female,41,P016,Perfume,Beauty,1,560.0,900.0,15,900.0,135.0,765.0,560.0,205.0,26.8,63,15,78,77,60,Healthy,Cash,2024,11,November,Q4,Saturday,Monsoon
T000408,2024-11-09,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0265,Male,63,P005,T-Shirt,Clothing,2,380.0,700.0,5,1400.0,70.0,1330.0,760.0,570.0,42.86,89,118,207,205,26,Healthy,Credit Card,2024,11,November,Q4,Saturday,Monsoon
T004514,2024-11-09,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0096,Male,42,P008,Sneakers,Clothing,2,2050.0,3200.0,5,6400.0,320.0,6080.0,4100.0,1980.0,32.57,255,78,333,331,22,Healthy,UPI,2024,11,November,Q4,Saturday,Monsoon
T004708,2024-11-09,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C1040,Female,61,P016,Perfume,Beauty,1,560.0,900.0,25,900.0,225.0,675.0,560.0,115.0,17.04,54,56,110,109,36,Healthy,UPI,2024,11,November,Q4,Saturday,Monsoon
T001840,2024-11-09,ST004,Mall Store,Agra,Uttar Pradesh,C0835,Female,41,P010,Rice 5kg,Grocery,5,510.0,650.0,15,3250.0,487.5,2762.5,2550.0,212.5,7.69,268,124,392,387,34,Healthy,UPI,2024,11,November,Q4,Saturday,Monsoon
T004704,2024-11-09,ST004,Mall Store,Agra,Uttar Pradesh,C0108,Male,25,P013,Face Wash,Beauty,2,150.0,250.0,0,500.0,0.0,500.0,300.0,200.0,40.0,46,82,128,126,43,Healthy,UPI,2024,11,November,Q4,Saturday,Monsoon
T002847,2024-11-09,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0426,Female,28,P006,Jeans,Clothing,3,950.0,1600.0,5,4800.0,240.0,4560.0,2850.0,1710.0,37.5,198,28,226,223,24,Healthy,UPI,2024,11,November,Q4,Saturday,Monsoon
T004028,2024-11-10,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0168,Female,33,P001,Wireless Headphones,Electronics,1,1200.0,1800.0,0,1800.0,0.0,1800.0,1200.0,600.0,33.33,281,29,310,309,35,Healthy,UPI,2024,11,November,Q4,Sunday,Monsoon
